Student_ID,Gender,Age,Course,GPA,Stress_Level,Time_Management_Score,Sleep_Hours,Exercise_Frequency,Mentorship_Access,EI_Score,AI_Awareness_Level,Social_Media_Hours,Part_Time_Job,Study_Technique_Effectiveness,Simulated_Response,Sentiment,HERA_Recommendation
S0479,Male,23,B.Tech AI,5.94,1,3,7.3,Never,No,84.76,Low,3.4,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0480,Other,19,B.Tech IT,8.06,2,1,6.9,Few times a week,No,57.11,High,5.7,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0481,Male,21,BCA,7.2,2,1,9.5,Never,No,81.99,High,0.6,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0482,Female,24,B.Tech IT,6.72,1,2,7.6,Daily,Yes,52.73,Moderate,1.6,Yes,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0483,Female,22,B.Tech CSE,6.56,4,3,7.3,Never,Yes,70.37,Moderate,3.9,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0484,Female,19,B.Tech AI,7.14,2,1,5.7,Rarely,No,58.87,Low,3.2,No,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0485,Male,23,B.Tech IT,7.41,4,2,7,Rarely,No,55.48,Moderate,2.2,No,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0486,Female,22,BCA,6.88,4,4,8,Few times a week,No,78.35,Moderate,3.3,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0487,Female,20,BCA,4.17,3,2,6.3,Daily,Yes,96.42,Low,4.5,No,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0488,Male,18,B.Tech IT,7.02,1,2,6.4,Rarely,No,52.74,Moderate,2.9,No,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0489,Other,24,BCA,5.56,4,1,6.6,Never,Yes,71.08,High,2.7,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0490,Male,23,MCA,6.79,5,5,5.8,Rarely,No,85.38,Moderate,3.9,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0491,Female,20,MCA,5.6,1,5,6.8,Rarely,Yes,73.13,Low,2.6,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0492,Female,19,MCA,5.58,2,5,6.7,Few times a week,No,90.32,High,4.7,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0493,Male,21,B.Tech CSE,8.24,3,2,8,Never,Yes,58.98,Moderate,6,No,5,I feel overwhelmed and stressed about my studies. I have a balanced approach but get stressed occasionally.,Neutral,Time Management Technique
S0494,Other,22,B.Tech IT,6.68,2,1,6.3,Never,Yes,97.98,High,1.7,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0495,Female,18,B.Tech CSE,6.6,2,3,7.2,Never,Yes,69.26,High,1.1,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0496,Female,22,BCA,7.48,1,2,6.3,Few times a week,Yes,67.08,Moderate,3.6,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0497,Female,24,B.Tech CSE,6.63,2,2,7.1,Never,Yes,93.73,Moderate,1.1,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0498,Male,19,BCA,9.1,4,1,6.2,Never,Yes,78.19,Low,1,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0499,Female,22,BCA,6.73,2,4,7.1,Rarely,No,75.82,Low,-0.1,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0500,Other,18,B.Tech AI,7.37,3,2,7.2,Rarely,No,86.35,High,2.4,No,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0501,Female,19,MCA,7.97,3,4,5.4,Never,No,78.99,Low,3,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0502,Female,22,BCA,8.6,5,4,7.6,Daily,No,58.13,High,2.2,Yes,5,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0503,Other,21,B.Tech AI,6.26,3,5,6.3,Daily,Yes,83.71,High,5.1,Yes,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0504,Female,23,MCA,6.58,2,1,6,Never,No,56.67,Low,5,Yes,3,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0505,Male,19,BCA,8.27,3,4,5.8,Daily,Yes,90.29,Low,5.9,Yes,4,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0506,Male,23,BCA,7.81,1,1,6.8,Few times a week,Yes,99.49,Low,3.1,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0507,Male,19,B.Tech CSE,8.08,3,5,6.5,Rarely,Yes,68.87,Moderate,4.8,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0508,Other,21,B.Tech CSE,5.63,4,1,6.9,Few times a week,No,72.24,High,3.5,No,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0509,Female,23,MCA,8.55,1,2,6.9,Rarely,Yes,52.32,High,3.3,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0510,Male,20,BCA,6.24,5,4,7.1,Daily,No,50.69,High,2.3,No,1,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0511,Other,18,B.Tech IT,7.19,4,1,9.3,Daily,No,96.07,Low,-0.4,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0512,Female,20,B.Tech CSE,6.85,2,3,6.5,Never,No,56.43,Low,4,No,5,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0513,Other,22,MCA,6.12,2,1,5.8,Daily,No,72.29,Low,4.7,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0514,Male,21,BCA,5.59,2,4,4.5,Daily,No,90.77,Low,0.7,No,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0515,Male,20,BCA,5.26,4,5,5.3,Never,Yes,94.47,Low,3,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0516,Male,19,B.Tech IT,7.12,4,5,7.7,Never,Yes,75.97,Moderate,4.5,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0517,Other,22,MCA,5.47,4,4,7.2,Rarely,No,78.25,Low,2.5,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0518,Other,22,BCA,5.87,1,2,5.2,Daily,Yes,83.48,High,4.8,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0519,Male,20,B.Tech CSE,6.78,1,2,9,Rarely,No,98.07,Low,2.8,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0520,Other,20,B.Tech IT,4.36,2,5,6.8,Rarely,Yes,80.13,High,2.2,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0521,Male,21,MCA,7.78,3,5,7,Few times a week,Yes,77.97,Low,4.9,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0522,Male,18,B.Tech IT,4.59,2,4,8.7,Daily,Yes,50.73,Low,1.6,Yes,1,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0523,Female,20,B.Tech CSE,6.92,5,2,8.2,Daily,Yes,54.05,High,1.9,Yes,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0524,Other,24,MCA,7.02,1,5,7.3,Few times a week,Yes,78.86,High,1.7,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0525,Male,20,B.Tech IT,7.54,4,2,7.3,Rarely,Yes,96.81,High,1.3,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0526,Male,23,B.Tech AI,6.96,1,5,7.4,Daily,Yes,93.33,High,3.2,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0527,Other,19,B.Tech CSE,9.02,4,1,6.3,Rarely,Yes,99.13,Moderate,2.2,No,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0528,Female,24,B.Tech CSE,7.22,5,3,6.8,Few times a week,Yes,76.39,High,3.7,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0529,Female,24,B.Tech CSE,8.05,5,1,7.1,Never,Yes,89.4,Low,0.4,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0530,Male,23,B.Tech AI,6.28,1,5,6.4,Rarely,Yes,92.02,Low,1.3,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0531,Other,23,B.Tech AI,7.12,4,3,5.5,Daily,Yes,82.4,Moderate,3.1,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0532,Female,22,BCA,8.55,5,3,6.2,Never,Yes,66.94,High,5.2,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0533,Other,18,B.Tech IT,6.76,2,5,5.5,Rarely,No,73.5,Low,3.6,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0534,Other,19,BCA,7.19,2,5,6.6,Rarely,Yes,92.9,Moderate,2.1,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0535,Male,21,B.Tech IT,7.98,4,2,4.7,Never,Yes,64.93,Low,0.8,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0536,Female,24,B.Tech AI,6.26,1,5,6.8,Never,Yes,96.19,Moderate,2,Yes,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0537,Male,21,B.Tech AI,4.84,5,4,4.9,Never,Yes,61.49,Moderate,2.9,No,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0538,Female,20,BCA,7.26,1,5,6.1,Daily,Yes,87.48,High,-0.5,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0539,Female,20,MCA,7.99,2,4,7,Daily,Yes,81.53,Moderate,1.2,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0540,Female,21,BCA,5.65,5,5,7.3,Rarely,No,87.48,Low,1.9,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0541,Female,20,B.Tech IT,7.67,1,2,7.2,Rarely,No,71.87,Low,2.6,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0542,Female,18,BCA,7.68,3,4,6.8,Few times a week,No,96.63,High,2.9,No,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0543,Other,23,B.Tech CSE,4.73,4,1,5.4,Daily,Yes,81.62,High,2.1,No,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0544,Male,20,B.Tech IT,6.06,4,4,7.5,Rarely,Yes,64.41,Moderate,3.8,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0545,Other,22,B.Tech IT,6.6,3,2,5.4,Never,Yes,81.92,High,3.2,Yes,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0546,Female,20,MCA,6.82,2,4,7.6,Never,No,64.34,Low,2.4,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0547,Male,19,B.Tech AI,6.26,5,5,7.1,Daily,Yes,64.68,Low,4,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0548,Female,18,B.Tech IT,6.2,4,5,7.9,Never,Yes,69.98,High,3.8,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0549,Male,19,B.Tech AI,8.67,3,2,6.5,Few times a week,No,92.62,High,0.8,Yes,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0550,Other,19,BCA,6.89,3,3,5.7,Rarely,No,75.01,High,3,No,3,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0551,Male,22,B.Tech CSE,6.3,2,5,5.2,Rarely,Yes,83.95,Moderate,4.3,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0552,Male,18,MCA,6.96,2,1,5.3,Rarely,Yes,69.6,Moderate,4.6,No,2,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0553,Male,18,B.Tech AI,7.54,1,2,4.9,Daily,Yes,63.18,Low,3.6,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0554,Male,18,B.Tech IT,7.05,4,4,7.4,Never,Yes,97.73,Moderate,2.7,Yes,5,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0555,Male,18,B.Tech AI,6.79,1,4,7.6,Few times a week,No,80.18,Moderate,3.6,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0556,Female,18,B.Tech IT,6.35,3,1,7.1,Daily,Yes,96.7,Moderate,4.2,No,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0557,Male,22,B.Tech AI,6.34,5,5,6.5,Rarely,Yes,60.17,Moderate,3.2,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0558,Male,20,B.Tech IT,6.4,5,2,8.6,Few times a week,No,57.34,Low,3.3,Yes,2,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0559,Other,19,BCA,7.34,2,1,6.4,Rarely,Yes,92.79,High,2.6,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0560,Male,18,B.Tech IT,6.01,5,5,6.7,Rarely,Yes,84.05,Low,1,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0561,Other,24,B.Tech IT,7.39,5,2,6.5,Daily,No,59.33,Moderate,2.7,Yes,1,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0562,Female,20,B.Tech CSE,8.41,5,4,6.2,Rarely,No,63.47,High,2,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0563,Male,20,B.Tech IT,7.33,3,2,7.1,Few times a week,Yes,90.03,High,2,Yes,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0564,Other,19,B.Tech CSE,6.63,5,3,5.9,Rarely,No,72.69,High,5.2,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0565,Other,22,MCA,5.7,5,2,5.8,Never,No,83.53,Low,4.4,Yes,1,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0566,Female,21,B.Tech CSE,8.58,5,3,7.2,Rarely,Yes,65.92,High,0.5,Yes,4,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0567,Male,21,BCA,5.83,1,2,6,Daily,No,69.06,Low,1.4,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0568,Male,20,B.Tech CSE,7.85,3,3,6.6,Few times a week,Yes,99.54,Low,2.5,Yes,1,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0569,Other,23,MCA,7.64,2,4,6.2,Daily,Yes,62.38,Moderate,2,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0570,Male,23,BCA,6.76,1,5,6.5,Never,Yes,75.32,Moderate,3.5,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0571,Other,19,B.Tech AI,6.74,4,3,5.8,Rarely,Yes,92.22,High,1.1,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0572,Male,21,B.Tech AI,5.16,3,3,5.9,Daily,No,61.96,High,4.4,No,4,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0573,Other,20,B.Tech CSE,7.33,3,4,5.7,Daily,Yes,70.76,Moderate,2.9,No,2,"Sometimes I manage well, but I do feel pressure during exams. I have a balanced approach but get stressed occasionally.",Neutral,Time Management Technique
S0574,Male,22,B.Tech CSE,7.62,4,3,7.3,Daily,Yes,80.75,Low,2.5,No,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0575,Female,21,MCA,5.91,4,1,6.7,Daily,Yes,74.06,Low,3,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0576,Male,20,MCA,6.84,4,4,7.4,Never,Yes,72.98,Moderate,2.4,Yes,3,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0577,Male,20,B.Tech IT,7.04,2,1,7.5,Never,No,68.13,Low,0,No,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0578,Female,18,MCA,7.58,5,4,6,Rarely,No,79.33,Moderate,3,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0579,Male,22,B.Tech IT,7,3,3,7.4,Rarely,No,81.22,Moderate,2.5,No,5,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0580,Female,18,BCA,5.37,5,1,6.5,Few times a week,Yes,82.66,High,1.6,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0581,Male,19,B.Tech CSE,6.47,5,3,6.3,Never,No,53.52,High,4.6,No,1,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0582,Other,18,BCA,7.22,4,4,7.8,Daily,No,81.55,Moderate,4,Yes,4,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0583,Other,24,MCA,7.84,2,3,7.1,Daily,Yes,97.66,High,6.7,No,4,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0584,Male,18,BCA,6.38,1,1,6.1,Few times a week,No,77.05,Moderate,4.3,No,3,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0585,Male,24,BCA,9.19,2,1,7,Daily,Yes,85.76,Low,2,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0586,Male,21,BCA,5.11,5,3,5.2,Few times a week,No,77.84,Low,1.6,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0587,Other,23,MCA,6.44,2,2,6.7,Rarely,No,92.74,Low,2.3,No,5,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0588,Male,20,BCA,6.92,4,4,5,Never,No,96.48,Low,2,Yes,3,I feel confident in managing my academics and emotions. Deadlines and exams make me anxious.,Positive,Motivational Boost + Peer Collaboration
S0589,Other,24,B.Tech IT,6.8,1,4,5.5,Few times a week,No,59.21,Moderate,3.2,Yes,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0590,Female,22,MCA,5.77,4,3,7.1,Daily,Yes,71.84,Low,0.7,No,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0591,Other,18,BCA,7.45,1,2,3.8,Few times a week,Yes,69.62,Low,4,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0592,Other,24,MCA,7.37,5,1,8.3,Rarely,No,70.26,Low,3.1,No,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0593,Female,22,B.Tech AI,7.05,1,5,7.3,Daily,Yes,56.28,Low,3.8,Yes,2,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0594,Other,23,B.Tech IT,7.33,1,5,4.7,Rarely,No,90.68,Moderate,1.3,No,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0595,Male,23,BCA,6.58,1,3,8.9,Rarely,No,51.79,Low,3.4,No,4,I feel overwhelmed and stressed about my studies. I handle academic pressure quite well.,Neutral,Time Management Technique
S0596,Male,18,B.Tech AI,5.38,2,2,9.2,Few times a week,No,76.41,High,4.9,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0597,Other,19,B.Tech AI,6.28,2,2,6.3,Rarely,No,83.09,High,1.7,Yes,3,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0598,Male,18,MCA,7.16,5,4,5.6,Daily,No,60.37,High,1.7,No,5,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0599,Other,21,B.Tech AI,7.16,1,1,8.2,Rarely,No,95.29,High,4.1,Yes,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0600,Male,24,B.Tech IT,7.04,3,2,6.2,Rarely,Yes,91.93,High,1.5,No,3,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0601,Male,20,B.Tech IT,7.55,5,5,6.7,Few times a week,Yes,73.55,High,2.7,Yes,1,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0602,Other,19,B.Tech CSE,6.42,1,1,7.7,Rarely,No,70.56,Moderate,5.2,No,4,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0603,Male,18,B.Tech IT,7.03,1,1,6.3,Never,Yes,61.83,High,1.7,Yes,5,"Sometimes I manage well, but I do feel pressure during exams. I handle academic pressure quite well.",Neutral,Time Management Technique
S0604,Other,22,B.Tech AI,7.57,2,3,6.3,Few times a week,No,86.5,Low,5.3,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0605,Male,19,B.Tech IT,6.92,5,2,5.2,Few times a week,Yes,56.59,High,2.5,Yes,3,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
S0606,Male,24,MCA,5.76,1,3,5.9,Daily,Yes,84.01,Moderate,1.3,Yes,2,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0607,Female,19,B.Tech CSE,6.04,1,2,6.2,Daily,Yes,92.12,High,3.9,No,1,I feel confident in managing my academics and emotions. I handle academic pressure quite well.,Positive,Motivational Boost + Peer Collaboration
S0608,Female,24,B.Tech AI,7.83,5,4,5.3,Daily,No,61.42,Low,3.2,Yes,2,"Sometimes I manage well, but I do feel pressure during exams. Deadlines and exams make me anxious.",Negative,Emotion Diary Entry + Self-reflection Prompt
S0609,Other,18,B.Tech CSE,8.39,3,3,5.4,Daily,Yes,93.32,Low,3,No,2,I feel confident in managing my academics and emotions. I have a balanced approach but get stressed occasionally.,Positive,Motivational Boost + Peer Collaboration
S0610,Female,24,B.Tech AI,8.18,5,3,6.5,Never,No,51.67,Moderate,1.8,Yes,4,I feel overwhelmed and stressed about my studies. Deadlines and exams make me anxious.,Negative,Relaxation Exercise + Talk to Mentor
