Student_ID,Age,Gender,Academic_Performance,AI_Exposure_Level,EI_Score,Preferred_AI_Feature,Satisfaction_With_AI_Interaction,Emotion_Recognition_By_AI_Accuracy (%),Willingness_To_Use_EI_Aware_AI_Tools,Simulated_Response,Sentiment,HERA_Recommendation
S1393,24,Female,7.58,High,48,Emotional Support Bot,3,97.21,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1394,29,Other,9.6,Medium,100,Feedback System,4,99.78,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1395,17,Female,7.48,Low,45,Chatbot,1,72.51,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1396,21,Female,9.96,Medium,82,Emotional Support Bot,1,62.63,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1397,19,Male,9.26,High,64,TutorBot,4,72.14,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1398,28,Other,6.04,High,78,Emotional Support Bot,5,92.36,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1399,17,Other,9.65,High,88,Feedback System,4,60.3,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1400,20,Female,5.58,Medium,99,Chatbot,2,97.6,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1401,29,Other,9.09,Medium,67,Feedback System,4,67.09,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1402,21,Male,6.9,Low,72,Emotional Support Bot,1,99.29,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1403,23,Male,9.39,High,93,Emotional Support Bot,4,91.93,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1404,17,Male,9.34,Medium,76,TutorBot,3,90.43,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1405,19,Other,9.03,High,48,Chatbot,2,65.9,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1406,18,Other,8.95,High,57,Chatbot,4,50.44,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1407,25,Other,6.52,Low,95,Emotional Support Bot,1,69.11,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1408,26,Other,5.4,Low,98,Chatbot,2,65.09,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1409,22,Other,7.01,Low,60,TutorBot,1,51.87,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1410,26,Male,5.87,Low,41,Feedback System,5,75.27,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1411,19,Female,8.47,High,100,Chatbot,3,70.15,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1412,24,Male,6.73,Low,97,Emotional Support Bot,5,81.73,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1413,24,Other,9.88,Low,82,Feedback System,3,81.06,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1414,18,Male,8.2,Low,98,Feedback System,4,56.04,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1415,22,Other,9.11,Low,99,TutorBot,2,98.85,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1416,23,Other,5.66,High,77,Emotional Support Bot,4,59.35,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1417,18,Male,9.31,Low,97,Chatbot,3,72.26,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1418,27,Other,9.61,High,79,Emotional Support Bot,3,74.41,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1419,26,Female,7.44,Medium,75,Feedback System,3,90.65,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1420,18,Other,8.03,High,89,Emotional Support Bot,1,54.96,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1421,26,Female,8.82,High,99,Chatbot,2,71.43,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1422,17,Female,5.87,Low,82,Chatbot,4,81.43,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1423,24,Other,7.51,Medium,76,TutorBot,4,60.76,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1424,17,Male,6.99,Medium,54,Chatbot,5,81.37,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1425,25,Female,5.73,Medium,67,Chatbot,3,96.18,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1426,27,Male,6.84,Medium,57,Emotional Support Bot,3,99.88,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1427,22,Female,5.34,High,73,Emotional Support Bot,3,51.62,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1428,23,Other,5.13,Medium,61,Feedback System,4,61.78,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1429,29,Other,5.68,High,50,TutorBot,5,65.52,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1430,26,Female,9.82,High,97,Emotional Support Bot,1,69.96,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1431,23,Other,7.75,High,96,Chatbot,2,62.11,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1432,26,Female,9.83,Medium,52,Feedback System,1,60.17,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1433,19,Other,7.16,Low,43,Emotional Support Bot,4,97.73,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1434,18,Male,6.56,Low,61,TutorBot,3,95.93,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1435,25,Other,7.53,Medium,46,TutorBot,2,52.35,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1436,24,Male,7.2,Low,100,Feedback System,4,66.94,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1437,29,Other,5.53,Low,82,Feedback System,4,70.26,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1438,28,Male,8.2,High,93,Feedback System,4,61.95,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1439,26,Other,6.08,High,63,Feedback System,2,81.44,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1440,23,Male,8.1,Medium,43,Feedback System,2,82.02,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1441,25,Female,8.25,Medium,67,Chatbot,5,92.53,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1442,20,Female,5.76,Low,54,Chatbot,5,87.04,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1443,29,Male,5.31,High,40,Emotional Support Bot,1,77.13,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1444,20,Other,8.9,Medium,94,TutorBot,2,82.68,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1445,17,Male,7.3,Medium,42,Chatbot,2,63.7,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1446,24,Other,5.29,Medium,53,Chatbot,2,79.65,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1447,28,Female,9.97,Medium,77,Chatbot,5,74.46,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1448,19,Other,5.29,Medium,89,Emotional Support Bot,4,56.67,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1449,23,Female,8.48,Medium,96,Feedback System,3,62.13,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1450,28,Other,9.92,Low,40,Emotional Support Bot,5,64.58,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1451,18,Other,6.2,High,77,TutorBot,2,96.22,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1452,18,Other,5.71,High,77,TutorBot,5,61.52,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1453,23,Male,5.61,Medium,60,TutorBot,1,64.46,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1454,22,Male,6.52,High,87,TutorBot,2,68.47,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1455,19,Female,5.51,High,68,Chatbot,1,83.19,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1456,25,Female,8.46,High,44,Chatbot,2,55.91,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1457,26,Male,5.31,Medium,88,Emotional Support Bot,5,97.7,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1458,29,Female,7.55,Medium,49,Feedback System,4,93.28,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1459,22,Male,9.98,High,67,TutorBot,3,78.86,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1460,26,Other,9.07,High,60,Emotional Support Bot,1,83.7,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1461,26,Female,8.08,Medium,89,Chatbot,5,50.83,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1462,22,Female,6.53,Low,46,Chatbot,4,66.95,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1463,17,Male,8.12,High,42,Feedback System,5,89.78,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1464,20,Female,7.64,Low,84,Feedback System,1,53.87,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1465,26,Female,7.13,High,86,Feedback System,3,64.12,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1466,22,Other,5.65,Low,59,Emotional Support Bot,5,79.26,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1467,22,Female,9.43,Low,58,Chatbot,2,62.82,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1468,27,Other,7.25,Low,74,Chatbot,4,96.7,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1469,28,Male,5.97,Medium,43,Feedback System,5,56.55,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1470,21,Female,6.84,Low,44,TutorBot,4,89.87,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1471,17,Other,7.07,Low,40,Feedback System,2,75.4,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1472,24,Male,9.14,Low,43,Emotional Support Bot,3,87.52,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1473,21,Female,8.67,High,51,Feedback System,3,65.54,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1474,28,Male,8.85,Low,99,Feedback System,2,75.72,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1475,28,Female,5.06,High,66,Emotional Support Bot,4,92.84,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1476,28,Male,7.08,Low,95,Feedback System,5,73.34,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1477,21,Male,7.41,Low,81,Chatbot,2,67.99,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1478,23,Other,5.1,Medium,62,TutorBot,1,76.81,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1479,20,Male,6.3,High,64,Feedback System,4,85.87,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1480,22,Female,8.8,Low,60,Emotional Support Bot,3,72.18,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1481,29,Female,5.69,High,100,TutorBot,2,96.94,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1482,20,Other,7.68,High,97,Emotional Support Bot,3,64.75,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1483,19,Female,6.08,Medium,91,TutorBot,4,73.77,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1484,23,Female,5.06,Medium,63,TutorBot,3,87.85,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1485,24,Female,6.21,Medium,64,Feedback System,2,84.46,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1486,20,Male,9.88,Medium,84,Chatbot,4,93.18,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1487,29,Male,9.01,Medium,94,Feedback System,1,99.84,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1488,18,Female,9.8,Medium,85,Emotional Support Bot,2,71.34,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1489,28,Other,7.44,Medium,71,Emotional Support Bot,5,55.56,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1490,26,Male,5.55,Medium,94,TutorBot,2,51.52,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1491,19,Other,7.74,Low,71,TutorBot,4,86.34,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1492,17,Female,7.27,High,44,Chatbot,2,93.7,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1493,24,Female,9.22,Medium,75,Feedback System,1,61.04,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1494,19,Male,5.49,Medium,85,Emotional Support Bot,1,57.92,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1495,28,Female,7.44,High,81,TutorBot,5,53.11,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1496,26,Male,5.75,Low,88,Chatbot,3,91.14,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1497,23,Female,6.62,High,81,Emotional Support Bot,4,65.57,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1498,26,Female,8.69,High,97,TutorBot,4,70.08,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1499,21,Male,7.38,Medium,78,Emotional Support Bot,3,75.14,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1500,26,Male,6.88,High,55,Chatbot,1,91.97,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1501,21,Male,6.97,High,72,Chatbot,1,82.54,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1502,23,Female,7.3,Medium,88,Emotional Support Bot,2,80.75,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1503,25,Female,8.93,Medium,60,Feedback System,5,58.78,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1504,28,Other,9.46,Medium,100,Emotional Support Bot,5,75.66,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1505,21,Male,9.78,Medium,48,TutorBot,5,85.77,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1506,17,Female,8.93,High,45,Feedback System,2,98.66,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1507,26,Female,6.58,High,90,TutorBot,5,60.07,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1508,26,Male,8.44,Low,84,Emotional Support Bot,3,50.48,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1509,17,Other,7.19,Low,74,Feedback System,2,53.77,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1510,18,Male,6.27,High,78,TutorBot,3,68.79,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1511,22,Other,9.2,Low,61,Emotional Support Bot,2,91.03,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1512,25,Female,5.19,High,80,Emotional Support Bot,5,50.36,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1513,24,Other,9.51,Low,93,Feedback System,3,72.84,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1514,29,Female,7.31,Medium,44,Emotional Support Bot,3,66.46,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1515,21,Male,8.19,Low,81,Chatbot,3,52.62,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1516,17,Male,8.3,Medium,62,TutorBot,2,72.51,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1517,29,Male,9.48,Medium,56,TutorBot,4,62.74,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1518,23,Other,8.18,Medium,51,Emotional Support Bot,5,67.59,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1519,21,Female,8.07,Medium,62,Emotional Support Bot,3,85.28,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1520,22,Male,5.33,Low,55,Chatbot,4,76.08,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1521,29,Male,7.59,High,42,Feedback System,5,56.23,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1522,23,Female,5.75,Medium,69,Emotional Support Bot,5,98.07,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1523,19,Male,8.69,Low,96,Emotional Support Bot,3,81.8,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1524,28,Female,7.56,Medium,61,Emotional Support Bot,3,88.29,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1525,26,Female,8.4,Low,48,Emotional Support Bot,2,53.96,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1526,19,Female,5.21,Low,68,TutorBot,4,52.35,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1527,21,Female,5.42,Low,86,Emotional Support Bot,4,50.97,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1528,22,Female,8.58,High,76,TutorBot,3,59.44,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1529,25,Other,5.36,Low,62,Emotional Support Bot,5,70.72,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1530,29,Male,5.36,Low,52,Feedback System,3,96.79,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1531,28,Other,5.06,High,71,Chatbot,5,72.85,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1532,21,Male,9.78,High,85,Feedback System,5,64.51,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1533,17,Other,8.69,Low,91,Emotional Support Bot,3,78.1,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1534,20,Female,6.77,High,86,Emotional Support Bot,1,55.6,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1535,21,Male,6.48,Medium,87,Emotional Support Bot,4,80.48,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1536,28,Male,6.75,Medium,62,Feedback System,5,78.42,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1537,26,Other,8.87,High,84,Emotional Support Bot,5,89.6,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1538,26,Other,8.31,High,56,Feedback System,1,99.33,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1539,21,Male,5.93,Low,94,TutorBot,2,62.54,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1540,23,Other,5.87,High,79,Chatbot,1,75.48,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1541,20,Other,5.49,Low,60,Chatbot,1,95.44,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1542,17,Other,8.3,Medium,41,Feedback System,5,89.26,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1543,21,Female,8.82,High,76,TutorBot,4,74.37,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1544,23,Female,6.33,Low,45,Feedback System,1,97.27,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1545,26,Other,5.1,Low,83,TutorBot,2,52.86,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1546,26,Other,5.41,Medium,57,Emotional Support Bot,3,96.55,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1547,22,Female,9.84,High,69,TutorBot,1,52.53,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1548,21,Female,6.48,Medium,61,TutorBot,1,77.37,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1549,20,Male,8.85,Low,93,TutorBot,2,94.52,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1550,18,Male,8.12,Low,72,Chatbot,4,63.14,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1551,20,Female,6.91,High,69,TutorBot,1,73.61,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1552,26,Other,6.03,Low,56,Emotional Support Bot,1,66.22,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1553,26,Other,5.61,High,82,Emotional Support Bot,4,97.61,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1554,19,Other,8.08,Medium,71,Emotional Support Bot,2,91.18,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1555,26,Other,8.87,High,81,TutorBot,1,85.45,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1556,17,Male,8.22,High,90,Feedback System,4,79.38,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1557,24,Female,7.65,Low,53,Feedback System,1,91.03,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1558,21,Other,5.21,Low,97,Emotional Support Bot,3,69.61,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1559,29,Male,9.84,High,49,Chatbot,5,72.38,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1560,20,Other,8.99,Low,86,Feedback System,3,86.5,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1561,24,Female,6.46,Low,99,TutorBot,1,67.89,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1562,23,Male,9.9,Low,90,Feedback System,2,53.2,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1563,18,Female,8.01,High,75,Emotional Support Bot,5,53.72,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1564,17,Female,7.91,Low,73,Chatbot,3,55.77,Yes,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1565,28,Male,8.74,High,48,Feedback System,4,93.48,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1566,27,Male,9.06,Low,81,Feedback System,2,73.61,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1567,20,Male,8.28,Medium,67,Emotional Support Bot,3,85.64,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1568,24,Male,5.64,Low,50,Chatbot,4,69.65,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1569,28,Male,6.69,Low,53,Chatbot,1,62.94,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1570,18,Male,9.64,High,78,Emotional Support Bot,4,67.36,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1571,19,Male,6.12,High,94,TutorBot,3,89.71,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1572,28,Other,6.86,Low,86,Feedback System,3,81.26,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1573,17,Female,7.16,Medium,93,TutorBot,1,96.88,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1574,17,Male,7.2,Low,58,Feedback System,4,83.99,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1575,29,Other,8.06,Low,93,Feedback System,4,78.51,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1576,19,Other,9.72,Medium,54,TutorBot,1,80.51,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1577,27,Other,6.2,High,67,Emotional Support Bot,4,97.12,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1578,21,Female,5.61,Low,63,Emotional Support Bot,1,89.41,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1579,28,Male,5.99,High,47,Feedback System,2,51.2,Maybe,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1580,19,Other,9.43,High,82,Emotional Support Bot,3,76.71,Yes,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1581,17,Female,8.23,Medium,100,Feedback System,2,84.42,Maybe,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1582,17,Female,6.43,Medium,48,Emotional Support Bot,5,87.43,Yes,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1583,24,Female,9.08,High,86,Feedback System,5,60.66,No,I feel confident in managing my academics and emotions.,Positive,Motivational Boost + Peer Collaboration
S1584,26,Other,9.31,Low,72,Emotional Support Bot,5,93.36,Maybe,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1585,27,Male,9.23,High,72,Chatbot,1,97.79,No,"Sometimes I manage well, but I do feel pressure during exams.",Neutral,Time Management Technique
S1586,28,Other,9.59,Low,58,TutorBot,4,61.84,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
S1587,29,Other,6.26,Low,42,Chatbot,2,94.13,No,I feel overwhelmed and stressed about my studies.,Neutral,Time Management Technique
